,id.row,row.order,disease,multi.disease.flag,geocode.flag,country..source.,region..source.,affected.locations,years,date,cases..total.,cases..human.,cases..animal.,deaths..total.,deaths..human.,deaths..animal.,population,source,notes,setting,clinical,pathogen,lon,lat
2722,2722,10232,leptospirosis,0,0,slovenia,Celje,,1953*,,,,,,,,,,,,,,15.2677063,46.2397495
2723,2723,10233,leptospirosis,0,0,southafrica,Onderstepoort,,1985*,,,,y,,,,cattle,,Outbreak among dairy cattle.,,,serovar hardjo,28.1707794,-25.6408929
2724,2724,10234,leptospirosis,0,0,southafrica,,,1999*,,,,y,,,,multiple,,Outbreak among pigs and cattle.,,,serovar pomona,22.937506,-30.559482
2725,2725,10235,leptospirosis,0,0,southafrica,Western Cape,,2015,,2+,,,2,,,prisoners,rat,,prison or correctional facility,,,21.8568586,-33.2277918
2726,2726,10219,leptospirosis,0,0,southkorea,Chonbuk,,1987,,93,93,,5,5,,,,"An outbreak (93 cases, 5% fatal) was reported. 43% of outbreak patients presented with pulmonary involvement.",,,,127.1293628,35.8468291
2727,2727,--------,leptospirosis,0,0,spain,Catalonia,,1952*,,,,,,,,,,,,,,1.5208624,41.5911589
2728,2728,--------,leptospirosis,0,0,spain,Castellon,,1956,,,,,,,,,,,rice fields,,,-0.1494988,40.1451772
2729,2729,10236,leptospirosis,0,0,srilanka,Matara,,2007,,,,,6,,,,,,,,,80.5549561,5.95492
2730,2730,10237,leptospirosis,0,0,srilanka,multiple locations (?),,2008,,4500,,,150,,,,,"Outbreak included 280 cases (55 fatal) in Northwestern Province. Serovar pyrogenes accounted for 28.7%, hardjo 18.8%, javanica 11.5%, and hebdomadis 11.5%.",,,,80.771797,7.873054
2731,2731,,leptospirosis,0,0,srilanka,Northwestern Province,,2008,,280,,,55,,,,,"""",,,,80.1875065,7.7584091
2732,2732,10238,leptospirosis,0,0,srilanka,Anuradhapura,,2011,,50,,,2,,,,,,,,,80.4036508,8.3113518
2733,2733,10239,leptospirosis,0,0,srilanka,,,2012,,19,,,,,,rafters,water,,river,,,80.771797,7.873054
2734,2734,10240,leptospirosis,0,0,srilanka,Anuradhapura,,2014 - 2015,,,,,,,,,,,,,,80.4036508,8.3113518
2735,2735,10241,leptospirosis,0,0,srilanka,Anuradhapura,,2016*,,,,,,,,,water,,flooding,,,80.4036508,8.3113518
2736,2736,10242,leptospirosis,0,0,switzerland,,,2015*,,3,3,,,,,,water,Outbreak associated with river surfing. ,river,,,8.227512,46.818188
2737,2737,10243,leptospirosis,0,0,taiwan,,,2000 - 2001,,,,,,,,,,Outbreak reported - additional details unavailable.,,,,120.960515,23.69781
2738,2738,10244,leptospirosis,0,0,taiwan,,,2009,,,,,,,,,water,Outbreak related to a typhoon.,flooding,,,120.960515,23.69781
2739,2739,10245,leptospirosis,0,0,tajikistan,,,2006,,15,15,,,,,,water,"Outbreak reported 50 km east of Dushanbe, associated with work on the local plumbing system. The last case in Tajikistan had been reported during the early 1990s.",,,,71.276093,38.861034
2740,2740,10246,leptospirosis,0,0,thailand,Buriram,,1999,,43,43,,,,,,water,Outbreak among persons involved in cleaning a pond.,,,,103.1029191,14.9930017
2741,2741,10247,leptospirosis,0,0,thailand,Kalasin,,2005,,10,,,,,,,,,,,,103.5060994,16.438508
2742,2742,10248,leptospirosis,0,0,thailand,multiple locations (?),,2006,,1400,,,31,,,,water,,flooding,,,100.992541,15.870032
2743,2743,10249,leptospirosis,0,0,thailand,Surin,,2012,,107,,,7,,,,,,,,,103.4937107,14.882905
2744,2744,10250,leptospirosis,0,0,ukraine,Tarnopol,,1965*,,,,,,,,,,,,,,25.594767,49.553517
2745,2745,10230,leptospirosis,0,0,uk,Scotland (East Lothian),,1924,,,,,,,,,,Outbreak associated with a contaminated coal mine.,mine,,,-2.7704464,55.9493383
2746,2746,10252,leptospirosis,0,0,uk,Surrey,,1968,,4,,,0,,,,,,,,,-0.5599501,51.3147593
2747,2747,10253,leptospirosis,0,0,uk,North Yorkshire,,1978,,4,,,0,,,,,,farm,,,-1.5412015,53.9915028
2748,2748,10254,leptospirosis,0,0,uk,,,1982,,5+,5,y,,,,,animal contact,Outbreak associated with ongoing disease in cattle and a dog.,,,,-3.435973,55.378051
2749,2749,10255,leptospirosis,0,0,uk,,,1983,,3,y,y,0,,,,,Outbreak among humans and cattle.,,,,-3.435973,55.378051
2750,2750,10258,leptospirosis,0,0,usa,Pennsylvania (Philadelphia),,1931,,7,,,,,,,rat,Outbreak associated with a creek which was had been contaminated by rat urine.,creek,,,-75.1652215,39.9525839
2751,2751,10259,leptospirosis,0,0,usa,Georgia,,1940,,35,,,,,,,water,Outbreak associated with a creek which had been contaminated by a dead cow.,creek,,,-82.9000751,32.1656221
2752,2752,10260,leptospirosis,0,0,usa,North Carolina (Fort Bragg),,1942 - 1944,,120,,,,,,,,"Outbreak in Fort Bragg, North Carolina (thus ""Fort Bragg Fever"").",military base,,,-79.0079949,35.1414552
2753,2753,10261,leptospirosis,0,0,usa,Wyoming,,1942,,24,,,,,,,water,,pool,,,-107.2902839,43.0759678
2754,2754,10262,leptospirosis,0,0,usa,Alabama,,1950,,50,,,,,,,water,Contamination by pigs was suspected.,creek,,,-86.902298,32.3182314
2755,2755,10263,leptospirosis,0,0,usa,North Dakota,,1950,,9,,,,,,,dog,,,,,-101.0020119,47.5514926
2756,2756,10265,leptospirosis,0,0,usa,Georgia,,1952,,26,,,,,,,water,Contamination by dogs was suspected.,creek,,,-82.9000751,32.1656221
2757,2757,10266,leptospirosis,0,0,usa,South Dakota,,1956,,3,,,,,,,water,,river,,,-99.9018131,43.9695148
2758,2758,10267,leptospirosis,0,0,usa,Florida,,1958,,9,,,,,,,water,Water had been contaminated by either cattle or pigs.,stream,,,-81.5157535,27.6648274
2759,2759,10268,leptospirosis,0,0,usa,Iowa,,1959,,40,,,,,,,water,Contamination by cattle suspected.,stream,,,-93.097702,41.8780025
2760,2760,10269,leptospirosis,0,0,usa,Washington,,1964,,61,,,,,,,water,Contamination by cattle suspected.,canal,,,-120.7401385,47.7510741
2761,2761,10271,leptospirosis,0,0,usa,Iowa,,1969*,,,,,,,,,,,,,,-93.097702,41.8780025
2762,2762,10272,leptospirosis,0,0,usa,Texas,,1971,,7,,,,,,,dog,,,,,-99.9018131,31.9685988
2763,2763,10273,leptospirosis,0,0,usa,California,,1971*,,,,y,,,,sea lions,,Outbreak among California sea lions (Zalophus c. californianus).,,,,-119.4179324,36.778261
2764,2764,10274,leptospirosis,0,0,usa,Oregon,,1972,,9,,,,,,,dog,,,,,-120.5542012,43.8041334
2765,2765,10275,leptospirosis,0,0,usa,Missouri,,1972,,5,,,,,,,dog,,,,,-91.8318334,37.9642529
2766,2766,10276,leptospirosis,0,0,usa,Washington,,1973*,,,,,,,,,,,,,,-120.7401385,47.7510741
2767,2767,10277,leptospirosis,0,0,usa,Tennessee,,1975,,7,,,,,,,water,,creek,,,-86.5804473,35.5174913
2768,2768,10278,leptospirosis,0,0,usa,California,,1984,,,,y,,,,sea lions,,Outbreak among California sea lions (Zalophus californianus) along the western coast of the USA.,,,,-119.4179324,36.778261
2769,2769,10279,leptospirosis,0,0,usa,Missouri,,1985,,4,,,,,,,water,,creek,,,-91.8318334,37.9642529
2770,2770,10281,leptospirosis,0,0,usa,Hawaii,,1987,,8,,,,,,swimmers,water,Contamination by cattle suspected.,river,,,-157.8615682,21.3155434
2771,2771,10282,leptospirosis,0,0,usa,Illinois,,1991,,5,,,,,,swimmers,pond,,pond,,,-89.3985283,40.6331249
2772,2772,10283,leptospirosis,0,0,usa,Hawaii,,1992,,8,,,,,,swimmers,water,,waterfall,,,-157.8615682,21.3155434
2773,2773,10285,leptospirosis,0,0,usa,Hawaii (Kauai),,1998,,2,2,,,,,,,"Outbreak of murine typhus (5 cases) in Kauai, Hawaii. 2 of the patients had concurrent leptospirosis.",,,multiple,-159.5261238,22.0964396
2774,2774,10286,leptospirosis,0,0,usa,multiple locations,,1998,,375,375,,,,,,,Outbreak among triathlon participants in Illinois and Wisconsin. 14 local residents (Illinois) were also found to be seropositive at the time.,sporting event,,,-95.712891,37.09024
2775,2775,,leptospirosis,0,0,usa,Illinois,,1998,,14+,14+,,,,,,,"""",sporting event,,,-89.3985283,40.6331249
2776,2776,,leptospirosis,0,0,usa,Wisconsin,,1998,,,y,,,,,,,"""",sporting event,,,-88.7878678,43.7844397
2777,2777,10287,leptospirosis,0,0,usa,Missouri,,1998,,9,,,,,,,pig,,,,,-91.8318334,37.9642529
2778,2778,10288,leptospirosis,0,0,usa,California,,2000,,3,,,,,,campers,,,lake,,,-119.4179324,36.778261
2780,2780,10292,leptospirosis,0,0,usa,Hawaii,,2004,,2,2,,,,,,,Outbreak on a university campus.,flooding,,,-157.8615682,21.3155434
2781,2781,10293,leptospirosis,0,0,usa,Florida,,2005,,44,44,,,,,,,Outbreak among participants in an endurance swamp race.,sporting event,,,-81.5157535,27.6648274
2782,2782,10294,leptospirosis,0,0,usa,,Japan (Shizuoka),2005,,2+,2,y,,,,,squirrels,Outbreak in Japan among men working with infected squirrels imported from the USA.,,,,-95.712891,37.09024
2783,2783,10295,leptospirosis,0,0,usa,Michigan (Detroit),,2011,,20,,,,,,dogs,,,,,,-83.0457538,42.331427
2784,2784,10296,leptospirosis,0,0,usa,Florida,,2014,,,,,,,,dogs,,,,,,-81.5157535,27.6648274
2785,2785,10298,leptospirosis,0,0,usa,California,,2015,,,,,,,,dogs,,,,,,-119.4179324,36.778261
2786,2786,10299,leptospirosis,0,0,usa,New York (New York City),,2017,,3,,,1,,,,,Three cases were reported within a one-block area of the Bronx. Rat exposure was suspected.,,,,-74.0059728,40.7127753
2787,2787,10300,leptospirosis,0,0,uruguay,Rio Branco,,2012,,3,,,1,,,,,,construction site,,,-53.3744131,-32.5931047
2788,2788,10301,leptospirosis,0,0,venezuela,Carabobo,,2005,,,,,4,,,,,"Outbreak in Puerto Cabella, Carabobo.",,,,-68.0477509,10.1176433
2789,2789,10302,leptospirosis,0,0,venezuela,Merida,,2015,,9,,,2,,,,,,,,,-71.1804988,8.5698244
2977,2977,10470,Lyme disease,0,0,japan,Hokkaido,,1992*,,,,,,,,hunters,,,,,,142.8634737,43.2203266
2978,2978,10471,Lyme disease,0,0,sweden,Kalmar,,1984,,9,,,,,,,,Outbreak of tick-borne Borrelia-meningitis with erythema chronicum migrans was reported.,,,,16.3567791,56.6634447
2979,2979,10472,Lyme disease,0,0,usa,New York (Westchester),,1982 - 1983,,,,,,,,,,,,,,-73.7948516,41.1220194
2980,2980,10473,Lyme disease,0,0,usa,Maryland,,1994,,,y,,,,,,,"Outbreak at a summer camp in Kent County, Maryland.",camp,,,-76.6412712,39.0457549
3002,3002,10722,Mayaro,0,0,bolivia,Santa Cruz,,2002,,6,,,,,,,,Haemagogus janthinomys was identified as a likely vector in the area.,forested area,,,-63.1560853,-17.8145819
3003,3003,10723,Mayaro,0,0,brazil,Para (Guama River area),,1957*,,,,,,,,,,Outbreak in the Guama River area of Para.,,,,-47.9838813,-1.5669536
3005,3005,10725,Mayaro,0,0,brazil,multiple locations,,2007 - 2008,,36,,,,,,,,"Outbreaks of Mayaro were reported in Belem, Para State (36 cases), and Manaus.",,,,-51.92528,-14.235004
3006,3006,,Mayaro,0,0,brazil,Para State (Belem),,2007 - 2008,,,,,,,,,,"""",,,,-48.4901968,-1.4557794
3007,3007,,Mayaro,0,0,brazil,Manaus,,2007 - 2008,,,,,,,,,,"""",,,,-60.0217314,-3.1190275
3008,3008,10726,Mayaro,0,0,brazil,Goias,,2015,,30,,,,,,,,,,,,-49.8362237,-15.8270369
3010,3010,10728,Mayaro,0,0,venezuela,Miranda,,2000,,4,,,,,,a family,,,,,,-66.4271499,10.2509303
3011,3011,10729,Mayaro,0,0,venezuela,Portuguesa state (Ospino de Portuguesa),,2010,,77,,,,,,,,"Outbreak in Ospino de Portuguesa, Portuguesa state.",,,,-69.4575979,9.2966318
3036,3036,12678,monkeypox,0,0,cameroon,Centre (Haute Sanaga),,2014,,,,,,,,chimpanzees,,"Outbreak in Haute Sanaga, Centre.",,,,12.6216211,4.7758604
3037,3037,12679,monkeypox,0,0,cameroon,Centre (Mefou et Afamba),,2016,,,,,,,,chimpanzees,,"Outbreak in Mefou et Afamba, Centre.",,,,11.7979613,3.9038615
3038,3038,12680,monkeypox,0,0,centralafricanrepublic,Southwest Region,,1984,,6,6,,0,0,,indigenous peoples,,Outbreak in a Pygmy camp (estimated total population of 50).,,,,20.939444,6.611111
3039,3039,12681,monkeypox,0,0,centralafricanrepublic,DRC border region,,2001,,,,,,,,,,,,,,20.939444,6.611111
3040,3040,12682,monkeypox,0,0,centralafricanrepublic,Southern Region,,2010,,2,2,,,,,children,meat - rodent,Outbreak in the deep forest region among boys who had eaten a wild rodent.,,,,20.939444,6.611111
3041,3041,12683,monkeypox,0,0,centralafricanrepublic,Bangassou,,2015,,12,,,2,,,,,,,,,22.8165095,4.7378613
3042,3042,12684,monkeypox,0,0,centralafricanrepublic,Bsse Kotto,,2016,,26,,,10,,,,,,,,,21.2845025,4.8719319
3043,3043,12685,monkeypox,0,0,congo,Likouala (Impfondo),,2003,,8,8,,,,,,,"Outbreak in Impfondo, Likouala. Extended interhuman transmission was documented in the hospital.",,,,18.0539382,1.6259451
3044,3044,12686,monkeypox,0,0,congo,Likouala,,2007,,3,,,,,,,,Outbreak of varicella was associated with three cases of possible monkeypox.,,,,17.668887,2.043924
3045,3045,12687,monkeypox,0,0,congo,,DRC,2009 - 2011,,10,10,,,,,refugees,,"Outbreak in Congo, among refugees from Democratic Republic of the Congo.",,,,21.758664,-4.038333
3046,3046,12688,monkeypox,0,0,congo,Northern Region,,2017,,26,,,4,,,,,,,,,21.758664,-4.038333
3047,3047,12689,monkeypox,0,0,drc,multiple locations (?),,1981 - 1986,,338,,,,,,,,"Included 37 cases in the Sankuru Subregion, Kasai Oriental Region.",,,,21.758664,-4.038333
3048,3048,,monkeypox,0,0,drc,Kasai Oriental Region (Sankuru Subregion),,1981 - 1986,,37,,,,,,,,"""",,,,23.3823545,-2.8437453
3049,3049,12690,monkeypox,0,0,drc,multiple locations,,1996 - 1997,,519,519,,5,5,,,,"The case-fatality rate was 1.5%. 88 clinical cases confirmed during the outbreak. These data include 511 suspected cases (5 fatal) in the Katako-Kombe health zone (Sankuru Sub-region of Kasai Oriental Region), and 75 in the Lodja health zone. Over 70% were secondary cases. 85% of patients were below age 15 years. The case-fatality rate was lower than that reported during the 1980s.",,,,21.758664,-4.038333
3050,3050,,monkeypox,0,0,drc,Katako-Kombe health zone,,1996 - 1997,,511,511,,5,5,,,,"""",,,,21.758664,-4.038333
3051,3051,,monkeypox,0,0,drc,Lodja health zone,,1996 - 1997,,75,75,,,,,,,"""",,,,21.758664,-4.038333
3052,3052,12691,monkeypox,0,0,drc,Mbuji-Mayi,,1999,,315,,,315,,,,,,,,,23.5966577,-6.1306709
3053,3053,12692,monkeypox,0,0,drc,Equateur Province,,2001,,16,16,,4,4,,,,Outbreak included patients with concurrent varicella and monkeypox.,,,,20.3308814,0.5640036
3054,3054,12693,monkeypox,0,0,drc,Equateur,,2002,,293,,,23,,,,,,,,,20.3308814,0.5640036
3055,3055,12694,monkeypox,0,0,drc,Mbuji-Mayi,,2005,,56,,,,,,,,Outbreak in Mbuji-Mayi.,,,,23.5966577,-6.1306709
3056,3056,12695,monkeypox,0,0,drc,Kasai Occidental,,2006,,,,,,,,,,,,,,21.8568586,-5.3205473
3057,3057,12696,monkeypox,0,0,drc,Bokungu,,2008,,39,,,3,,,,,,,,,22.3129141,-0.6068502
3058,3058,12698,monkeypox,0,0,drc,Equateur Province (Bikoro health zone),,2010 - 2011,,9,,,1,,,,,"Outbreak in Bikoro health zone, Equateur Province.",,,,18.1399022,-0.7316584
3059,3059,12699,monkeypox,0,0,drc,Bokungu,,2013,,104,,,,,,,,,,,,22.3129141,-0.6068502
3060,3060,12700,monkeypox,0,0,drc,Equateur Province,,2014,,12,,,2,,,,,,,,,20.3308814,0.5640036
3061,3061,12701,monkeypox,0,0,drc,Equateur Province (Tshuapa District),,2015,,20,,,,,,,,"Outbreak in Tshuapa District, Equateur Province.",,,,18.9999981,-0.3277146
3062,3062,12702,monkeypox,0,0,drc,Bas-Uele Province,,2016,,51,,,2,,,,,,,,,24.9042208,3.9901009
3063,3063,12703,monkeypox,0,0,ghana,,USA,2003,,71+,71,y,0,0,,,rodent - prairie dog,"Outbreak among humans (71 suspect, 35 confirmed, 18 hospitalized, 0 fatal) and prairie dogs (Cynomys sp). Human cases were characterized by relatively mild illness (perhaps reflecting a low-virulence strain of the virus) and included 39 (17 confirmed) in Wisconsin, 12 (8 confirmed) in Illinois, 16 (7 confirmed) in Indiana, 1 in Ohio, 2 (2 confirmed) in Missouri, and 1 (confirmed) in Kansas. Veterinary staff and others with animal contact were at relatively high risk for infection. The outbreak originated with a group of prairie dogs sold in Chicago that had been infected by rodents imported from Ghana. Infection was also confirmed in an imported giant Gambian rat (Cricetomys emini), rope squirrels (Funiscuirusi sp.), and dormice (Graphiurus sp.).",,,,-1.023194,7.946527
3064,3064,,monkeypox,0,0,ghana,,USA (Illinois),2003,,12,12,,,,,,rodent - prairie dog,"""",,,,-1.023194,7.946527
3065,3065,,monkeypox,0,0,ghana,,USA (Indiana),2003,,16,16,,,,,,rodent - prairie dog,"""",,,,-1.023194,7.946527
3066,3066,,monkeypox,0,0,ghana,,USA (Kansas),2003,,1,1,,,,,,rodent - prairie dog,"""",,,,-1.023194,7.946527
3067,3067,,monkeypox,0,0,ghana,,USA (Missouri),2003,,2,2,,,,,,rodent - prairie dog,"""",,,,-1.023194,7.946527
3068,3068,,monkeypox,0,0,ghana,,USA (Ohio),2003,,1,1,,,,,,rodent - prairie dog,"""",,,,-1.023194,7.946527
3069,3069,,monkeypox,0,0,ghana,,USA (Wisconsin),2003,,39,39,,,,,,rodent - prairie dog,"""",,,,-1.023194,7.946527
3070,3070,12704,monkeypox,0,0,sudansouthsudan,Unity State,,2005,,19,,,,,,,,,,,,29.7889248,8.9277211
3276,3276,--------,plague,0,1,??,Byzantine Empire,,541 - 542,,25m+,25m+,,25m~50m,25m~50m,,,,"The ""Justinian plague"" (541 to 542 C.E.) involved the Byzantine Empire, and resulted in the deaths of 25 to 50 million people.",,,,NA,NA
3277,3277,14201,plague,0,0,afghanistan,Nimroz Province,,2007,,83,,,17,,,,meat - camel,Outbreak of Yersinia pestis gastroenteritis associated with consumption or handling of camel meat.,,,,62.4504154,31.0261488
3278,3278,14202,plague,0,0,algeria,Kehailia,,1919,,,,,,,,,,,,,,4.1926601,36.0817711
3279,3279,14203,plague,0,0,algeria,Aumale,,1921,,185,,,97,,,,,,,,,3.6901552,36.1492231
3280,3280,14204,plague,0,0,algeria,Constantine,,1931,,86,,,,,,,,,,pneumonic plague,,6.642433,36.360155
3281,3281,14205,plague,0,0,algeria,Oran,,1945 - 1946,,12,,,,,,,,,,,,-0.6307988,35.6970697
3282,3282,14206,plague,0,0,algeria,Tafraoui,,2003,,18,,,1,,,,,Outbreak in Tafraoui (outskirts of Oran). Infected rodent fleas (Xenopsylla cheopis) were subsequently identified in the area.,,,,-0.5446912,35.4550561
3283,3283,14207,plague,0,0,algeria,Laghouat,,2008,,4,,,3,,,,,,,,,2.8697104,33.8001282
3284,3284,14208,plague,0,0,australia,Queensland,,1900 - 1904,,229,,y,,,,,,0.8% of rats in the area were found to be infected at the time.,,,,142.7027956,-20.9175738
3285,3285,14209,plague,0,0,australia,New South Wales (Sydney),,1900,,,,,,,,,,This was Australias first recorded plague outbreak.,,,,151.2092955,-33.8688197
3286,3286,14210,plague,0,0,azores,Sao Miguel Island,,1922 - 1923,,744,,,,,,,,,,,,-25.4970466,37.780411
3287,3287,14211,plague,0,0,belgium,Diest,,1439,,,,,,,,,,,,,,5.05016,50.98965
3288,3288,14212,plague,0,0,belgium,Diest,,1523,,,,,,,,,,,,,,5.05016,50.98965
3289,3289,14213,plague,0,0,belgium,multiple locations,,1578,,,,,,,,,,Outbreak in Brussels and Diest.,,,,4.469936,50.503887
3290,3290,,plague,0,0,belgium,Brussels,,1578,,,,,,,,,,"""",,,,4.3517211,50.8503463
3291,3291,,plague,0,0,belgium,Diest,,1578,,,,,,,,,,"""",,,,5.05016,50.98965
3292,3292,14214,plague,0,0,belgium,Leuven,,1664 - 1669,,,,,,,,,,,,,,4.7005176,50.8798438
3293,3293,14215,plague,0,0,belgium,Bruges,,1666,,,,,,,,,,,,,,3.2246995,51.209348
3294,3294,14216,plague,0,0,bolivia,Tarija Department,,1921 - 1922,,1900,,,942,,,,,,,,,-64.7289866,-21.521604
3295,3295,14217,plague,0,0,bolivia,Vallegrande Province,,1928,,300,,,88,,,,,,,,,-64.0532003,-18.6901597
3296,3296,14218,plague,0,0,bolivia,Tomina Province,,1933,,800+,,,800,,,,,,,,,-64.2424804,-19.4222871
3297,3297,14219,plague,0,0,bolivia,Santa Cruz,,1938,,150,,,62,,,,,,,,,-63.1560853,-17.8145819
3298,3298,14220,plague,0,0,bolivia,Caupolican Province (Apolo Canton),,1969,,,,,,,,,,"Outbreak in Apolo Canton, Caupolican Province.",,,,-68.4114351,-14.71923
3299,3299,14221,plague,0,0,bolivia,La Paz Department,,2010,,8,,,3,,,,,,,,,-68.5247149,-15.0892416
3300,3300,14222,plague,0,0,bolivia,La Paz Department,,2014,,4,,,1,,,,,,,,,-68.5247149,-15.0892416
3301,3301,14223,plague,0,0,botswana,,,1944 - 1945,,304,,,156,,,,,,,,,24.684866,-22.328474
3302,3302,14224,plague,0,0,botswana,Boteti District,,1989 - 1990,,173,,,12,,,,,,,,,24.7142918,-20.9095921
3303,3303,--------,plague,0,0,brazil,Santos,,1899,,,,,,,,,,,,,,-46.3264089,-23.9561304
3304,3304,--------,plague,0,0,brazil,Paraiba,,1986,,,,,,,,,,,,,,-36.7819505,-7.2399609
3305,3305,14225,plague,0,0,china,Guangdong (Guangzhou),,1894,,100000+,,,100000,,,,,,,,,113.264385,23.12911
3306,3306,14226,plague,0,0,china,Manchuria (Newchwang),,1901,,,,,,,,,,"Outbreak in Newchwang, Manchuria.",,,,122.235084,40.667433
3307,3307,14227,plague,0,0,china,Pak-hoi,,1902,,,,,,,,,,,,,,114.172148,22.307789
3308,3308,14228,plague,0,0,china,Manchuria,,1910 - 1911,,60000+,,,60000,,,,,,,pneumonic plague,,124.490099,45.323359
3309,3309,14229,plague,0,0,china,Manchuria,,1915,,,,,,,,,,,,,,124.490099,45.323359
3310,3310,14230,plague,0,0,china,Canton,,1916,,,,,,,,,,,,,,113.264385,23.12911
3311,3311,14231,plague,0,0,china,Inner Mongolia,"Chihli, Shan-tung, An-whei, Kiang-su Provinces",1917 - 1918,,16000,,,,,,,,"Outbreak began in Inner Mongolia and spread to Chihli, Shan-tung, An-whei, and Kiang-su Provinces.",,pneumonic plague,,115.0594815,43.37822
3312,3312,,plague,0,0,china,Inner Mongolia,,1917 - 1918,,,,,,,,,,"""",,,,115.0594815,43.37822
3313,3313,,plague,0,0,china,Inner Mongolia,Chihli Province,1917 - 1918,,,,,,,,,,"""",,,,115.0594815,43.37822
3314,3314,,plague,0,0,china,Inner Mongolia,Shan-tung Province,1917 - 1918,,,,,,,,,,"""",,,,115.0594815,43.37822
3315,3315,,plague,0,0,china,Inner Mongolia,An-whei Province,1917 - 1918,,,,,,,,,,"""",,,,115.0594815,43.37822
3316,3316,,plague,0,0,china,Inner Mongolia,Kiang-su Province,1917 - 1918,,,,,,,,,,"""",,,,115.0594815,43.37822
3317,3317,14232,plague,0,0,china,Manchuria,,1920 - 1921,,9300+,,,9300,,,,,,,,,124.490099,45.323359
3318,3318,14233,plague,0,0,china,Canton,,1923,,,,,,,,,,,,,,113.264385,23.12911
3319,3319,14234,plague,0,0,china,,,1925,,,,,,,,,,Outbreak reported - additional details unavailable.,,,,104.195397,35.86166
3320,3320,14235,plague,0,0,china,multiple locations,,1931,,30000+,,,30000,,,,,Outbreak in Shan-si and Shen-si.,,,,104.195397,35.86166
3321,3321,,plague,0,0,china,Shan-si,,1931,,,,,,,,,,"""",,,,111.8568586,37.2425649
3322,3322,,plague,0,0,china,Shen-si,,1931,,,,,,,,,,"""",,,,109.1880047,35.3939908
3323,3323,14236,plague,0,0,china,Jehol,,1933,,,,,,,,,,,,,,117.96275,40.952942
3324,3324,14237,plague,0,0,china,multiple locations,,1941 - 1942,,485,,,,,,,,"Outbreak in Suiyuan, Ningsia, Shen-si, and Shan-si.",,,,104.195397,35.86166
3325,3325,,plague,0,0,china,Suiyuan,,1941 - 1942,,,,,,,,,,"""",,,,121.4455806,31.2194837
3326,3326,,plague,0,0,china,Ningsia,,1941 - 1942,,,,,,,,,,"""",,,,106.1580937,37.198731
3327,3327,,plague,0,0,china,Shan-si,,1941 - 1942,,,,,,,,,,"""",,,,111.8568586,37.2425649
3328,3328,,plague,0,0,china,Shen-si,,1941 - 1942,,,,,,,,,,"""",,,,109.1880047,35.3939908
3329,3329,14238,plague,0,0,china,Yunnan,,1944,,542,,,247,,,,,,,,,101.3431058,24.4752847
3330,3330,14239,plague,0,0,china,Hubei,,1946 - 1948,,,,,,,,,,,,,,112.2384017,30.7378118
3331,3331,14240,plague,0,0,chile,Manchuria (Kirin Province),,1947,,200+,,,200,,,,,"Outbreak Kirin Province, southern Manchuria.",,,,123.9917729,44.2765262
3332,3332,14241,plague,0,0,china,Qinghai,,2004,,14,,,6,,,,,,,,,96.4077358,35.744798
3333,3333,14242,plague,0,0,china,Tibet (Xigaze),,2005,,5,,,2,,,,meat - marmot,"Outbreak in Zhongba, Xigaze Prefecture, Tibet was caused by consumption of infected marmot meat.",,,,88.880583,29.266869
3334,3334,14243,plague,0,0,china,Yunnan,,2005,,3,,,,,,,,,,,,101.3431058,24.4752847
3335,3335,14244,plague,0,0,china,Yunnan,,2005,,5,5,,,,,,,Outbreak related to prolonged exposure to an index case en-route to a hospital.,,,,101.3431058,24.4752847
3336,3336,14245,plague,0,0,china,Tibet (Linzhi),,2008,,2+,,,2,,,,,,,pneumonic plague,,94.36149,29.649128
3337,3337,14246,plague,0,0,china,Qinghai,,2009,,12,,,3,,,,,,,pneumonic plague,,96.4077358,35.744798
3338,3338,14247,plague,0,0,china,Tibet,,2010,,5,,,1,,,,,,,pneumonic plague,,88.7878678,30.1533605
3339,3339,14248,plague,0,0,china,Gansu,,2014,,3,,,1,,,,,,,pneumonic plague,,104.2861116,35.7518326
3340,3340,--------,plague,0,0,czechrepublic,Prague,,1713 - 1714,,,,,,,,,,,,,,14.4378005,50.0755381
3341,3341,--------,plague,0,0,czechrepublic,Moravska Trebova,,1715,,,,,,,,,,,,,,16.6635314,49.7575973
3342,3342,14249,plague,0,0,drc,,,1987 - 1988,,,,,,,,,,Outbreak reported - additional details unavailable.,,,,21.758664,-4.038333
3343,3343,14250,plague,0,0,drc,,,1991 - 1995,,1979,,,290,,,,,Outbreak reported - additional details unavailable.,,,,21.758664,-4.038333
3344,3344,14251,plague,0,0,drc,Ituri,,2004,,1042,,,58,,,,,"1,042 suspected cases reported. 29 cases of leptospirosis were also identified during the outbreak.",mining camp,,,29.4179324,1.5957682
3345,3345,14252,plague,0,0,drc,Kisingani (Zobia),,2005,,134,,,61,,,,,"Outbreak in a diamond mining area of Zobia, Kisingani.",mining camp,pneumonic plague,,25.9822747,2.9567938
3346,3346,14253,plague,0,0,drc,Orientale Province,,2006,,626,,,42,,,,,,,pneumonic plague,,26.419389,1.6406296
3347,3347,14254,plague,0,0,drc,Ituri,,2006,,1400,,,100,,,,,,,pneumonic plague,,29.4179324,1.5957682
3348,3348,14255,plague,0,0,drc,Orientale Province,,2008,,107,,,17,,,,,Additional cases were reported in the area during 2009.,,pneumonic plague,,26.419389,1.6406296
